Sector,Salary Group,Employment Group,Gender,Components,Year,Contents
Corporations and organizations,Fixed salary-earners,"Employees, non-managerial level",Men,Fringe benefits in DKK per standard hour,2018,3.17
Corporations and organizations,Fixed salary-earners,"Employees, non-managerial level",Men,Pension including ATP in DKK per standard hour,2018,35.59
Corporations and organizations,Fixed salary-earners,"Employees, non-managerial level",Men,Basic earnings in DKK per standard hour,2018,248.03
Corporations and organizations,Fixed salary-earners,"Employees, non-managerial level",Men,"Lower quartile, standardized earnings",2018,219.87
Corporations and organizations,Fixed salary-earners,"Employees, non-managerial level",Men,"Median, standardized hourly earnings",2018,272.99
Corporations and organizations,Fixed salary-earners,"Employees, non-managerial level",Men,"Upper quartile, standardized hourly earnings",2018,351.02
Corporations and organizations,Fixed salary-earners,"Employees, non-managerial level",Men,STANDARDIZED MONTHLY EARNINGS,2018,47602.28
Corporations and organizations,Fixed salary-earners,"Employees, non-managerial level",Men,Number of fulltime employees in the earnings statistics,2018,321011.0
Corporations and organizations,Fixed salary-earners,"Employees, non-managerial level",Women,STANDARDIZED HOURLY EARNINGS,2018,258.66
Corporations and organizations,Fixed salary-earners,"Employees, non-managerial level",Women,Fringe benefits in DKK per standard hour,2018,1.46
Corporations and organizations,Fixed salary-earners,"Employees, non-managerial level",Women,Pension including ATP in DKK per standard hour,2018,32.7
Corporations and organizations,Fixed salary-earners,"Employees, non-managerial level",Women,Basic earnings in DKK per standard hour,2018,218.52
Corporations and organizations,Fixed salary-earners,"Employees, non-managerial level",Women,"Lower quartile, standardized earnings",2018,197.68
Corporations and organizations,Fixed salary-earners,"Employees, non-managerial level",Women,"Median, standardized hourly earnings",2018,242.37
Corporations and organizations,Fixed salary-earners,"Employees, non-managerial level",Women,"Upper quartile, standardized hourly earnings",2018,297.57
Corporations and organizations,Fixed salary-earners,"Employees, non-managerial level",Women,STANDARDIZED MONTHLY EARNINGS,2018,41470.7
Corporations and organizations,Fixed salary-earners,"Employees, non-managerial level",Women,Number of fulltime employees in the earnings statistics,2018,236818.0
All sectors,All forms of pay,General managers,Mean of men and women,STANDARDIZED HOURLY EARNINGS,2019,422.39
All sectors,All forms of pay,General managers,Mean of men and women,Fringe benefits in DKK per standard hour,2019,9.24
All sectors,All forms of pay,General managers,Mean of men and women,Pension including ATP in DKK per standard hour,2019,55.72
All sectors,All forms of pay,General managers,Mean of men and women,Basic earnings in DKK per standard hour,2019,340.2
All sectors,All forms of pay,General managers,Mean of men and women,"Lower quartile, standardized earnings",2019,285.72
All sectors,All forms of pay,General managers,Mean of men and women,"Median, standardized hourly earnings",2019,367.23
All sectors,All forms of pay,General managers,Mean of men and women,"Upper quartile, standardized hourly earnings",2019,502.48
All sectors,All forms of pay,General managers,Mean of men and women,STANDARDIZED MONTHLY EARNINGS,2019,67721.1
All sectors,All forms of pay,General managers,Mean of men and women,Number of fulltime employees in the earnings statistics,2019,163751.0
All sectors,All forms of pay,General managers,Men,STANDARDIZED HOURLY EARNINGS,2019,444.96
All sectors,All forms of pay,General managers,Men,Fringe benefits in DKK per standard hour,2019,11.79
All sectors,All forms of pay,General managers,Men,Pension including ATP in DKK per standard hour,2019,57.24
All sectors,All forms of pay,General managers,Men,Basic earnings in DKK per standard hour,2019,356.32
All sectors,All forms of pay,General managers,Men,"Lower quartile, standardized earnings",2019,294.62
All sectors,All forms of pay,General managers,Men,"Median, standardized hourly earnings",2019,387.6
All sectors,All forms of pay,General managers,Men,"Upper quartile, standardized hourly earnings",2019,528.19
All sectors,All forms of pay,General managers,Men,STANDARDIZED MONTHLY EARNINGS,2019,71340.76
All sectors,All forms of pay,General managers,Men,Number of fulltime employees in the earnings statistics,2019,107992.0
All sectors,All forms of pay,General managers,Women,STANDARDIZED HOURLY EARNINGS,2019,376.7
All sectors,All forms of pay,General managers,Women,Fringe benefits in DKK per standard hour,2019,4.07
All sectors,All forms of pay,General managers,Women,Pension including ATP in DKK per standard hour,2019,52.63
All sectors,All forms of pay,General managers,Women,Basic earnings in DKK per standard hour,2019,307.57
All sectors,All forms of pay,General managers,Women,"Lower quartile, standardized earnings",2019,272.61
All sectors,All forms of pay,General managers,Women,"Median, standardized hourly earnings",2019,333.76
All sectors,All forms of pay,General managers,Women,"Upper quartile, standardized hourly earnings",2019,446.48
All sectors,All forms of pay,General managers,Women,STANDARDIZED MONTHLY EARNINGS,2019,60396.12
All sectors,All forms of pay,General managers,Women,Number of fulltime employees in the earnings statistics,2019,55759.0
All sectors,All forms of pay,Employees,Mean of men and women,STANDARDIZED HOURLY EARNINGS,2019,271.24
All sectors,All forms of pay,Employees,Mean of men and women,Fringe benefits in DKK per standard hour,2019,1.99
All sectors,All forms of pay,Employees,Mean of men and women,Pension including ATP in DKK per standard hour,2019,34.01
All sectors,All forms of pay,Employees,Mean of men and women,Basic earnings in DKK per standard hour,2019,225.27
All sectors,All forms of pay,Employees,Mean of men and women,"Lower quartile, standardized earnings",2019,200.42
All sectors,All forms of pay,Employees,Mean of men and women,"Median, standardized hourly earnings",2019,243.09
All sectors,All forms of pay,Employees,Mean of men and women,"Upper quartile, standardized hourly earnings",2019,305.54
All sectors,All forms of pay,Employees,Mean of men and women,STANDARDIZED MONTHLY EARNINGS,2019,43487.17
All sectors,All forms of pay,Employees,Mean of men and women,Number of fulltime employees in the earnings statistics,2019,1617142.0
All sectors,All forms of pay,Employees,Men,STANDARDIZED HOURLY EARNINGS,2019,288.4
All sectors,All forms of pay,Employees,Men,Fringe benefits in DKK per standard hour,2019,2.99
All sectors,All forms of pay,Employees,Men,Pension including ATP in DKK per standard hour,2019,35.51
All sectors,All forms of pay,Employees,Men,Basic earnings in DKK per standard hour,2019,238.56
All sectors,All forms of pay,Employees,Men,"Lower quartile, standardized earnings",2019,204.94
All sectors,All forms of pay,Employees,Men,"Median, standardized hourly earnings",2019,252.58
All sectors,All forms of pay,Employees,Men,"Upper quartile, standardized hourly earnings",2019,330.49
All sectors,All forms of pay,Employees,Men,STANDARDIZED MONTHLY EARNINGS,2019,46238.89
All sectors,All forms of pay,Employees,Men,Number of fulltime employees in the earnings statistics,2019,826917.0
All sectors,All forms of pay,Employees,Women,STANDARDIZED HOURLY EARNINGS,2019,251.85
All sectors,All forms of pay,Employees,Women,Fringe benefits in DKK per standard hour,2019,0.85
All sectors,All forms of pay,Employees,Women,Pension including ATP in DKK per standard hour,2019,32.31
All sectors,All forms of pay,Employees,Women,Basic earnings in DKK per standard hour,2019,210.25
All sectors,All forms of pay,Employees,Women,"Lower quartile, standardized earnings",2019,195.69
All sectors,All forms of pay,Employees,Women,"Median, standardized hourly earnings",2019,235.46
All sectors,All forms of pay,Employees,Women,"Upper quartile, standardized hourly earnings",2019,283.8
All sectors,All forms of pay,Employees,Women,STANDARDIZED MONTHLY EARNINGS,2019,40378.31
All sectors,All forms of pay,Employees,Women,Number of fulltime employees in the earnings statistics,2019,790225.0
All sectors,All forms of pay,"Employees, non-managerial level",Mean of men and women,STANDARDIZED HOURLY EARNINGS,2019,253.52
All sectors,All forms of pay,"Employees, non-managerial level",Mean of men and women,Fringe benefits in DKK per standard hour,2019,1.14
All sectors,All forms of pay,"Employees, non-managerial level",Mean of men and women,Pension including ATP in DKK per standard hour,2019,31.47
All sectors,All forms of pay,"Employees, non-managerial level",Mean of men and women,Basic earnings in DKK per standard hour,2019,211.8
All sectors,All forms of pay,"Employees, non-managerial level",Mean of men and women,"Lower quartile, standardized earnings",2019,196.41
All sectors,All forms of pay,"Employees, non-managerial level",Mean of men and women,"Median, standardized hourly earnings",2019,236.08
All sectors,All forms of pay,"Employees, non-managerial level",Mean of men and women,"Upper quartile, standardized hourly earnings",2019,288.32
All sectors,All forms of pay,"Employees, non-managerial level",Mean of men and women,STANDARDIZED MONTHLY EARNINGS,2019,40647.03
All sectors,All forms of pay,"Employees, non-managerial level",Mean of men and women,Number of fulltime employees in the earnings statistics,2019,1453391.0
All sectors,All forms of pay,"Employees, non-managerial level",Men,STANDARDIZED HOURLY EARNINGS,2019,264.52
All sectors,All forms of pay,"Employees, non-managerial level",Men,Fringe benefits in DKK per standard hour,2019,1.65
